videoId,title,start,end,rating,article
CBizz8XD8Mo,えみりんのテーマ,2253,2531,5,【歌枠】アニソン中心に楽しく歌う枠！ / Sing a Song♬【水城あくあ】
CBizz8XD8Mo,トルコ行進曲－オワタ＼(^o^)／,2580,2770,5,【歌枠】アニソン中心に楽しく歌う枠！ / Sing a Song♬【水城あくあ】
CBizz8XD8Mo,シュガーソングとビターステップ,2853,3108,5,【歌枠】アニソン中心に楽しく歌う枠！ / Sing a Song♬【水城あくあ】
CBizz8XD8Mo,ボルテッカー,3229,3420,5,【歌枠】アニソン中心に楽しく歌う枠！ / Sing a Song♬【水城あくあ】
CBizz8XD8Mo,プライド革命,3496,3722,5,【歌枠】アニソン中心に楽しく歌う枠！ / Sing a Song♬【水城あくあ】
PU_ta_VXo7Q,気まぐれメルシィ,1409,1680,5,【歌枠】Hallowe'en前にたくさん歌います！【ボカロ・アニソン】
PU_ta_VXo7Q,虎視眈々,2361,2616,5,【歌枠】Hallowe'en前にたくさん歌います！【ボカロ・アニソン】
uvNqgBWckp4,三年目の浮気,861,1096,5,【歌枠】クリスマスパーティーのために歌の練習してからお話！【雑談】
uvNqgBWckp4,ロリコンで良かった,1134,1343,5,【歌枠】クリスマスパーティーのために歌の練習してからお話！【雑談】
mHSFy9Bbpew,おちゃめ機能,896,1029,5,【歌枠】お夕飯前に少しだけ歌いたい気分！【ボカロ】
mHSFy9Bbpew,おねがいダーリン,1457,1648,5,【歌枠】お夕飯前に少しだけ歌いたい気分！【ボカロ】
uvNqgBWckp4,ニコニコ組曲,1519,2154,5,【歌枠】クリスマスパーティーのために歌の練習してからお話！【雑談】