videoId,title,start,end,rating,article
8q8uQlHY7wk,【スマブラSP】もしもVTuberが参戦したら【勝利画面】 #shorts #vtuber #スマブラsp #mmd,0:00,0:00,5,水城あくあさんショート
VaKJAKI4U6E,【替え歌】究極の選択肢【はいよろこんで】 #shorts #vtuber #踊ってみた #替え歌 #はいよろこんで,0:00,0:00,5,水城あくあさんショート
la76kU69Kj0,【ハート111】ココロを下さい #shorts #vtuber #踊ってみた #ハート111 #mmd,0:00,0:00,5,水城あくあさんショート
OAwsahu-4dg,【替え歌】ミラクル勘違い【はいよろこんで】 #shorts #vtuber #踊ってみた #替え歌 #はいよろこんで,0:00,0:00,5,水城あくあさんショート
_BT_ZIW6kh8,【替え歌】活動バレしている家族との日々【はいよろこんで】 #shorts #vtuber #踊ってみた #替え歌 #はいよろこんで,0:00,0:00,5,水城あくあさんショート
f3MGK8MGllU,【初恋キラー】もし私がボーイだったら……！ #vtuber #アニメーション #イラスト #shorts,0:00,0:00,5,水城あくあさんショート
hr3DtT4ngiY,VTuberとお金。 #shorts #vtuber,0:00,0:00,5,水城あくあさんショート
GFLi56UNCVQ,ｳｯｰｳｯｰｳﾏｳﾏ(ﾟ∀ﾟ) #vtuber #3d  #踊ってみた #shorts,0:00,0:00,5,水城あくあさんショート
KtXMgjKtaKo,姉妹で「しかのこのこのここしたんたん」 #vtuber #アニメーション #イラスト #しかのこのこのここしたんたん #shikanoko #shorts,0:00,0:00,5,水城あくあさんショート
uXmMmAnSN_0,発注ミスをしました #vtuber  #グッズ  #shorts,0:00,0:00,5,水城あくあさんショート
K-dApALoamU,ミクミクビーーーーム！！！　#mikumikubeam #shorts #vtuber #vocaloid #hatsunemiku,0:00,0:00,5,水城あくあさんショート
5A9og336jQE,Vtuberこんな感じテスト　#shorts #vtuber,0:00,0:00,5,水城あくあさんショート
VoCoFa_yvK0,「III」踊ってみた(宝鐘マリン＆こぼ・かなえる) #shorts #vtuber #iiichallenge,0:00,0:00,5,水城あくあさんショート
GWlnRVw1LDo,【ポケカ】家に眠っていた「めざめる伝説」を開封してみた！【絶版デッキ開封】 #ポケカ #ポケモンカード,0:00,0:00,5,水城あくあさんショート
WGohs-fZF_U,【unravel】のデスボに全力で挑戦したらまさかの結果に #vtuber  #歌ってみた  #東京喰種トーキョーグール    #shorts,0:00,0:00,5,水城あくあさんショート
R2tlITbyFYY,両手でハートを作ると！ #vtuber  #個人vtuber #3d  #shorts,0:00,0:00,5,水城あくあさんショート
PYnd_CcPGj8,【ポケカ】28年前の旧裏ポケモンカード紹介【絶版デッキ開封】 #ポケカ #ポケモンカード,0:00,0:00,5,水城あくあさんショート
vgCnplnNLCs,にゃひパル振り付け講座！覚えて一緒に踊ってな！ #shorts #vtuber #振り付け  #3d,0:00,0:00,5,水城あくあさんショート
uZllXAWG7DU,コナンパラパラ再現（別カメラアングル） #shorts #vtuber #3dライブ #3d,0:00,0:00,5,水城あくあさんショート
8p7vwTw3T58,今夜3Dライブやります！見に来てほしい！！ #shorts #vtuber #漫画  #3dライブ,0:00,0:00,5,水城あくあさんショート
cyuYR39fTEs,個人VTuber。明日3Dライブやります！！！ #shorts #vtuber #カウントダウン #3dライブ,0:00,0:00,5,水城あくあさんショート
AMzd3xO0NS8,【2日】ハッピータイムが待ってるぜ！ #shorts #vtuber #カウントダウン #3dライブ,0:00,0:00,5,水城あくあさんショート
h9co90SdXy4,【3日】宣伝の大変さと大切さ！ #shorts #vtuber #カウントダウン #3dライブ,0:00,0:00,5,水城あくあさんショート
zRlKza702p4,【4日】電池の準備は万全ですか？ #shorts #vtuber #カウントダウン #3dライブ,0:00,0:00,5,水城あくあさんショート
PXA7KqOHfD8,【5日】片手で数えられる日数になりました #shorts #vtuber #カウントダウン #3dライブ,0:00,0:00,5,水城あくあさんショート
iohzGBl5pHg,【6日】盛大に3Dライブやるぞー！！ #shorts #vtuber #カウントダウン #3dライブ,0:00,0:00,5,水城あくあさんショート
0Fn-BavyE6A,母親から3Dライブへのメッセージをもらってきた #shorts #vtuber #3dライブ,0:00,0:00,5,水城あくあさんショート
qBClUGyUv34,この笑顔100円？ #shorts #vtuber #笑顔,0:00,0:00,5,水城あくあさんショート
UTlRJt-W9jM,カレー作りすぎちゃいました #shorts #vtuber #p丸様,0:00,0:00,5,水城あくあさんショート
4UmhhN1RUM8,【合言葉は？】ネコニャンニャンニャン🐱 #shorts #vtuber,0:00,0:00,5,水城あくあさんショート
m2AGkdglvFE,クレオパトラも見惚れちゃう #shorts #イラスト #vtuber #魔性の女A,0:00,0:00,5,水城あくあさんショート
frM4NqZ-W0Q,活動者が高確率で陥る金銭感覚 #shorts #漫画動画  #vtuber,0:00,0:00,5,水城あくあさんショート
az4QByZDLu0,兼業VTuberのとある一日 #shorts #ルーティーン #vtuber,0:00,0:00,5,水城あくあさんショート
Zc9khZvRX0s,声優オーディションで合格をもらった時の一言 #shorts #声優 #オーディション  #vtuber,0:00,0:00,5,水城あくあさんショート
BmiNaomKy6o,HIMEHINA【愛包ダンスホール】アカペラで！ #shorts #歌ってみた #踊ってみた  #vtuber #アイパイ,0:00,0:00,5,水城あくあさんショート
EG4G9V4JceQ,デートで行きたい場所が人と結構違う #shorts #カピバラ #vtuber  #デート,0:00,0:00,5,水城あくあさんショート
D9WIf-cSkns,オーバーライド #shorts #歌ってみた #vtuber #吉田夜世,0:00,0:00,5,水城あくあさんショート
PCfdiwiH9PI,オススメしたい！切ないボーカロイド楽曲５選 #shorts #歌ってみた #vtuber #vocaloid  #ボカロ,0:00,0:00,5,水城あくあさんショート
ZJ8oVcxH5jY,これほんと？男性が「かわいい」と感じる関西弁 #shorts #訛り #関西弁  #vtuber,0:00,0:00,5,水城あくあさんショート
Nh70yxAts9g,【噛んだら即終了】脳漿炸裂ガール一発撮りに挑戦！ #shorts #歌ってみた #vtuber,0:00,0:00,5,水城あくあさんショート
9Mj4WtiJlYM,動画制作裏話 #shorts #歌ってみた #vtuber #比較 #オリジナルmv,0:00,0:00,5,水城あくあさんショート
EyB8syGhmfM,これがこうなります #shorts #歌ってみた #vtuber #比較 #オリジナルmv,0:00,0:00,5,水城あくあさんショート
0nlifg4W1bs,昨日と違うところ妹に聞いてみた！ #shorts #ちょっかい問題 #vtuber,0:00,0:00,5,水城あくあさんショート
IxxKxp3cuRE,ゆっくりまばたきすると！ #shorts #vtuber #まばたき,0:00,0:00,5,水城あくあさんショート
Hxwd3sz9H3A,アテレコしている時に考えること #shorts,0:00,0:00,5,水城あくあさんショート
nAx8hu28H0k,ポケダンス！ポケダンス！！ #shorts #pokedance #pokémon #ポケモン,0:00,0:00,5,水城あくあさんショート
KGoglEPJSA4,実物はもっと綺麗です！！！！ #shorts #vtuber #3dライブ  #オリジナルグッズ,0:00,0:00,5,水城あくあさんショート
h3-ioseH_2M,【全方向美少女】どの方向が好き？ #shorts #vtuber #全方向美少女,0:00,0:00,5,水城あくあさんショート
J8bMN1236uk,【KOIBUMI】林原めぐみさんお誕生日おめでとうございます【歌ってみた】 #shorts #vtuber #歌ってみた,0:00,0:00,5,水城あくあさんショート
j3M6H57Kdmc,禁断の一言 #shorts #スプラ3 #スプラトゥーン3 #イベントマッチ,0:00,0:00,5,水城あくあさんショート
-OuNtQ1pkbw,フライパン振り回して朝ごはんをつくる。 #shorts #vtuber #IevanPolkka,0:00,0:00,5,水城あくあさんショート
RNWdRA0AUis,お猫さまの動きをVTuberが再現すると #shorts #vtuber #猫ミーム,0:00,0:00,5,水城あくあさんショート
mAftdbir8Dw,ハッピーハッピーハッピー #shorts #vtuber #猫ミーム,0:00,0:00,5,水城あくあさんショート
JY2CL4-4JXY,もしも野原しんのすけがサモランで遊んだら #shorts #vtuber #声真似 #スプラトゥーン3  #サーモンラン,0:00,0:00,5,水城あくあさんショート
5CMNU8nTcDI,【Live2D】独学でも３年続ければここまで成長できた新衣装！ #shorts #vtuber #新衣装お披露目,0:00,0:00,5,水城あくあさんショート
NI2njgXstsI,親に活動バレしているとこんなことあるある #shorts #vtuber #あるある,0:00,0:00,5,水城あくあさんショート
SPHyEXvWn3w,これまでのオリジナル楽曲を紹介させて下さい #shorts #vtuber #オリジナル曲  #歌ってみた,0:00,0:00,5,水城あくあさんショート
5qk09wNJATo,【誰得】ニワトリ（声真似）で起こされたい貴方へ #shorts #vtuber #目覚まし #声真似 #ニワトリ,0:00,0:00,5,水城あくあさんショート
iufFDwnLgg8,Xで回ってきたキビキビダンスとやら（番外編未プレイ） #shorts #vtuber #ポケモン #ポケモンsv,0:00,0:00,5,水城あくあさんショート
lxKgz6l4UXs,２４年の抱負を話したら酸欠を起こした #shorts #vtuber,0:00,0:00,5,水城あくあさんショート
4UqbNsEx1nc,男性が言われて嬉しい言葉を否定してみた #shorts #vtuber,0:00,0:00,5,水城あくあさんショート
0oo1OZMys3o,【伝説ポケモン】電子音全力で声真似してみｶﾞｶﾞｶﾞｶﾞｶﾞｶﾞ【レジギガスのみ映画版】 #shorts #vtuber #声真似  #ポケモン,0:00,0:00,5,水城あくあさんショート
lzeO6_lj230,やっぱツンデレって最高だと思う #shorts #vtuber #ポップスター #MAD,0:00,0:00,5,水城あくあさんショート
ZXYyPupjEYQ,個人Vがチャンネル登録10万人を達成したい理由 #shorts #vtuber,0:00,0:00,5,水城あくあさんショート
7578pqbA_zo,【一番くじ】Pokémon Collectionピカチュウが欲しい【ポケモン】 #shorts #一番くじ,0:00,0:00,5,水城あくあさんショート
FyEEwb8wSA0,【究極の2択】貴方はどっち派？やってみた！ #shorts #vtuber,0:00,0:00,5,水城あくあさんショート
40CFNONncw4,【マリオRPG】森のキノコにご用心踊ってみた　#shorts #vtuber #マリオrpg,0:00,0:00,5,水城あくあさんショート
cCc5IE6_SpQ,メイドインワリオをフルトラッキングでやったら楽しすぎた　#shorts #vtuber #メイドインワリオ,0:00,0:00,5,水城あくあさんショート
ScxpDzHOXxU,ネット上で大ブームを巻き起こした「きみしね」オリジナルMVで！ #shorts #vtuber #歌ってみた,0:00,0:00,5,水城あくあさんショート
0Ffaajq7sNg,【フォニイ】歌ってみたMIX前とMIX後を聞き比べると #shorts #vtuber #歌ってみた,0:00,0:00,5,水城あくあさんショート
GkXYbw8ITcE,ゲーム実況者の収録時あるある #shorts #vtuber,0:00,0:00,5,水城あくあさんショート
fjftLV1o7_0,とあるVTuberの波乱万丈な学生時代 #shorts #vtuber,0:00,0:00,5,水城あくあさんショート
PTeadvq3E4I,アニメ声の日常あるある #shorts #vtuber #あるある,0:00,0:00,5,水城あくあさんショート
ZWwI4DdQaW0,罵倒パート「粛聖!! ロリ神レクイエム☆」歌ってみた（9さい） #shorts #しぐれうい #ロリ神,0:00,0:00,5,水城あくあさんショート
hjhuKrLJUgw,(9さいは無理ダヨ)粛聖!! ロリ神レクイエム☆歌って踊る #shorts #しぐれうい #ロリ神,0:00,0:00,5,水城あくあさんショート
b3iYp29WnbY,早口言葉チャレンジ！貴方はいくつ言えますか？ #shorts #vtuber #早口言葉,0:00,0:00,5,水城あくあさんショート
z_wAbRktUzU,爽快サメライドぉぉぉおおお！！！ #shorts #vtuber #スプラトゥーン3,0:00,0:00,5,水城あくあさんショート
eL6XGDP2Aa8,【 #ASMR 】はじめてのオノマトペ。こういうの好き？ヘッドホン推奨 #shorts #vtuber,0:00,0:00,5,水城あくあさんショート
HBpvzch9RbU,【トレセン音頭】歌って踊ってみた【どどどどどーすんの？】 #shorts #vtuber #ウマ娘,0:00,0:00,5,水城あくあさんショート
RYQjKVxfKgk,バカって言われたい方へ贈ります #shorts #vtuber,0:00,0:00,5,水城あくあさんショート
VvQR0iY3Wnw,個人Vは毎日こんな事をしてます！！　#shorts #vtuber #3D,0:00,0:00,5,水城あくあさんショート
HDMKmKopbj8,アイロニ - すこっぷ【歌ってみた】 #shorts #vtuber #歌ってみた,0:00,0:00,5,水城あくあさんショート
5vUo-zj0Njk,3Dモデルに関する質問に一問一答　#shorts #vtuber,0:00,0:00,5,水城あくあさんショート
zvBUsloyD-g,【ポケモンパン】デコキャラシール２か月間集めてみた結果発表！【２５周年記念】#shorts #pokemon #vtuber,0:00,0:00,5,水城あくあさんショート
qMwTXCW9Cbc,個人Vの本気！見てくれッ！！！！！ #vtuber #shorts,0:00,0:00,5,水城あくあさんショート
uQi5d1ZcxJ8,【推しの子】ピーマン体操はっじまるよ～！ #shorts #歌ってみた #VTuber,0:00,0:00,5,水城あくあさんショート
3ZFvS0OVzmY,とあるゲーム好きのなぁぜなぁぜ？ #shorts #あるある #VTuber,0:00,0:00,5,水城あくあさんショート
vBtzVBFtlm4,3D記念グッズの受注受付まもなく終了します！ #shorts #VTuber #記念グッズ,0:00,0:00,5,水城あくあさんショート
_aGJFaMtov8,半年で辞める予定だったとあるVTuberの話 #shorts #転生林檎 #替え歌,0:00,0:00,5,水城あくあさんショート
524JFyIpP5g,しんちゃんの声真似ができるようになるまで #shorts #声真似 #クレヨンしんちゃん,0:00,0:00,5,水城あくあさんショート
_Mlj7Yesmpo,3Dになったのでクルクル回ってみた！ #shorts #VTuber #3d,0:00,0:00,5,水城あくあさんショート
lW08TQJ6pYI,個人VTuberの本気、見せます #shorts #3Dお披露目,0:00,0:00,5,水城あくあさんショート
3_QD1MZJCIA,姉妹で「アイドル（YOASOBI）」歌ってみた #shorts #アイドル #推しの子,0:00,0:00,5,水城あくあさんショート
Z3fVH2ss4rQ,【まとめ】悲鳴たすかる【音量注意】  #Shorts #VTuber #ホラー,0:00,0:00,5,水城あくあさんショート
yvUiSOg9XO8,とある個人勢VTuberがどうしても3D化したかった理由（ガチ）  #Shorts #VTuber #3D化,0:00,0:00,5,水城あくあさんショート
abVdY1BMIR4,個人VTuber歴二年半の日常をドレミのうた #shorts,0:00,0:00,5,水城あくあさんショート
PsowTpFVvMM,こんなマニアックな声真似を聞いたことがありますか #shorts #声真似,0:00,0:00,5,水城あくあさんショート
5i8BTeqJAxI,VTuber始める前にやっといてよかった事４選 #shorts,0:00,0:00,5,水城あくあさんショート
Iko1cNIHrEg,【スプラ３】シーズン切り替わりギリギリで念願の金プレートを入手した時のガチリアクション #shorts,0:00,0:00,5,水城あくあさんショート